mapping_id,status,event_name,proposition,polymarket_market_id,polymarket_slug,polymarket_yes_token_id,polymarket_no_token_id,polymarket_yes_outcome,polymarket_no_outcome,kalshi_ticker,draw_handling,extra_time_handling,penalties_handling,settlement_notes,reviewer,reviewed_at,notes
fifwc-ecu-ger-2026-06-25-ecu__kxwcgame-26jun25ecuger-ecu,approved,Ecuador vs. Germany,Ecuador to win in regular time,0x44e25f753ae47dbdf2705d35e0a45db24d3a1b2996b82a1350ade2c7e92c4f93,fifwc-ecu-ger-2026-06-25-ecu,14621976022388339155866443939403907158807725281606484508612016632018100973573,135792657791879031181866023056748029392055768984822794561479819351684481583,Yes,No,KXWCGAME-26JUN25ECUGER-ECU,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Ecuador win on 2026-06-25? In the upcoming game, scheduled for June 25, 2026 If Ecuador wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entirel Kalshi summary: Ecuador vs Germany Winner? If Ecuador wins the Ecuador vs Germany professional FIFA World Cup soccer game originally scheduled for Jun 25, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Ecuador ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-ecu-ger-2026-06-25-ger__kxwcgame-26jun25ecuger-ger,approved,Ecuador vs. Germany,Germany to win in regular time,0xe690620297dfea974d20df84b4cf90460e46a26ec864353482717b90509a3c0b,fifwc-ecu-ger-2026-06-25-ger,101279272797775203956659007084828831261331275405585994446661991301016814257223,12895713634933367223676558147527749758143822673340639855731583908529004951892,Yes,No,KXWCGAME-26JUN25ECUGER-GER,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Germany win on 2026-06-25? In the upcoming game, scheduled for June 25, 2026 If Germany wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entirel Kalshi summary: Ecuador vs Germany Winner? If Germany wins the Ecuador vs Germany professional FIFA World Cup soccer game originally scheduled for Jun 25, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Ecuador ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-ecu-ger-2026-06-25-draw__kxwcgame-26jun25ecuger-tie,approved,Ecuador vs. Germany,Ecuador vs. Germany to end in a draw in regular time,0x6257ac3bdd0b512bd6470c21d5dc99ed12ef42b5fd9ad6078fad24d351ebda5c,fifwc-ecu-ger-2026-06-25-draw,9059650700126795019827485089957938050581213031053374092199507389736394347163,65241393730634758935193149676394115981683248227949919973281090224372225677669,Yes,No,KXWCGAME-26JUN25ECUGER-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Ecuador vs. Germany end in a draw? In the upcoming game, scheduled for June 25, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game  Kalshi summary: Ecuador vs Germany Winner? If Tie wins the Ecuador vs Germany professional FIFA World Cup soccer game originally scheduled for Jun 25, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Ecuador vs G",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-egy-irn-2026-06-26-egy__kxwcgame-26jun26egyiri-egy,approved,Egypt vs. IR Iran,Egypt to win in regular time,0x9623b379f3e25ffa6206f8bc7aedeecd67580944645151350e06cb3efd95c090,fifwc-egy-irn-2026-06-26-egy,75595072506593093609125758283657089382220899252356081539276899905086401333602,56768837194981285965222813073611625645493849723072187189036860746451609713977,Yes,No,KXWCGAME-26JUN26EGYIRI-EGY,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Egypt win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If Egypt wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entirely, w Kalshi summary: Egypt vs IR Iran Winner? If Egypt wins the Egypt vs IR Iran professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Egypt vs IR Ir",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-egy-irn-2026-06-26-irn__kxwcgame-26jun26egyiri-iri,approved,Egypt vs. IR Iran,IR Iran to win in regular time,0x3984132d5d0c5be60bc0ad1dff63e44197b5f39a6135329490a0a75c0a372f06,fifwc-egy-irn-2026-06-26-irn,34787355244902293604560127433609469815330269379035336530397136777594424715528,58044090113372230814126007095625936908239062144250722833168406366289815556177,Yes,No,KXWCGAME-26JUN26EGYIRI-IRI,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will IR Iran win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If IR Iran wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entirel Kalshi summary: Egypt vs IR Iran Winner? If IR Iran wins the Egypt vs IR Iran professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Egypt vs IR ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-egy-irn-2026-06-26-draw__kxwcgame-26jun26egyiri-tie,approved,Egypt vs. IR Iran,Egypt vs. IR Iran to end in a draw in regular time,0x2afe86f96be81a0d89ed776bedbd52d1c75bc47b49e6f0f791ddd009f52faf23,fifwc-egy-irn-2026-06-26-draw,78120279705291218158294867165496451864789831831028096964508511026890389826312,50522080684828440001042539789384056742984893052141223090222734781279865142317,Yes,No,KXWCGAME-26JUN26EGYIRI-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Egypt vs. IR Iran end in a draw? In the upcoming game, scheduled for June 26, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is Kalshi summary: Egypt vs IR Iran Winner? If Tie wins the Egypt vs IR Iran professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Egypt vs IR Iran",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
wta-navarro-ruse-2026-06-25__kxwtamatch-26jun25navrus-nav,approved,Emma Navarro vs Gabriela Ruse,Emma Navarro to win in regular time,0x6277e617df23024174c6f9bc00693e488f5c60a4f56283c5e8e397b2dc09385e,wta-navarro-ruse-2026-06-25,14722179172790371980500624703649040453788256419813823786193571670868994658240,80345334692488178418201898864067421638221318691921783547866757834232105345238,Yes,No,KXWTAMATCH-26JUN25NAVRUS-NAV,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=92.72. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Bad Homburg Open: Emma Navarro vs Gabriela Ruse This market refers to the tennis match between Emma Navarro and Gabriela Ruse in the Bad Homburg Open, originally scheduled for June 25, 2026 at 5:00AM ET. This market will resolve to 'Emma Navarro' if Emma Navarro advances against Gabriela Ruse. This  Kalshi summary: Will Emma Navarro win the Navarro vs Ruse: Quarterfinal match? If Emma Navarro wins the Navarro vs Ruse professional tennis match in the 2026 WTA Bad Homburg Quarterfinal after a ball has been played, then the market resolves to Yes. The following market refers to the Navarro vs Ruse professional te",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-navarro-ruse-2026-06-25__kxwtamatch-26jun25navrus-rus,approved,Emma Navarro vs Gabriela Ruse,Gabriela Ruse to win in regular time,0x6277e617df23024174c6f9bc00693e488f5c60a4f56283c5e8e397b2dc09385e,wta-navarro-ruse-2026-06-25,80345334692488178418201898864067421638221318691921783547866757834232105345238,14722179172790371980500624703649040453788256419813823786193571670868994658240,Yes,No,KXWTAMATCH-26JUN25NAVRUS-RUS,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=87.06. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Bad Homburg Open: Emma Navarro vs Gabriela Ruse This market refers to the tennis match between Emma Navarro and Gabriela Ruse in the Bad Homburg Open, originally scheduled for June 25, 2026 at 5:00AM ET. This market will resolve to 'Emma Navarro' if Emma Navarro advances against Gabriela Ruse. This  Kalshi summary: Will Elena-Gabriela Ruse win the Navarro vs Ruse: Quarterfinal match? If Elena-Gabriela Ruse wins the Navarro vs Ruse professional tennis match in the 2026 WTA Bad Homburg Quarterfinal after a ball has been played, then the market resolves to Yes. The following market refers to the Navarro vs Ruse p",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
itf-sema-tsao-2026-06-25__kxitfwmatch-26jun24semtsa-sem,approved,Erika Sema vs Chia Yi Tsao,Erika Sema to win in regular time,0x45b4e82ba6135aef584b5ffa025d19966e53311f229713b050989d106c84d5f2,itf-sema-tsao-2026-06-25,11319562481215656633149373999374838530730303336656415009637731769853064307325,16652742264785173239897902802830184376188308238952397257602516801443761822577,Yes,No,KXITFWMATCH-26JUN24SEMTSA-SEM,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=93.7. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Erika Sema vs Chia Yi Tsao This market refers to the tennis match between Erika Sema and Chia Yi Tsao in the ITF Women Taipei, originally scheduled for June 24, 2026 at 9:45PM ET. This market will resolve to 'Erika Sema' if Erika Sema advances against Chia Yi Tsao. This market will resol Kalshi summary: Will Erika Sema win the Sema vs Tsao: W35 Taipei Round of 16 match? If Erika Sema wins the Sema vs Tsao professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Sema vs Tsao professional tennis matc",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
itf-sema-tsao-2026-06-25__kxitfwmatch-26jun24semtsa-tsa,approved,Erika Sema vs Chia Yi Tsao,Chia Yi Tsao to win in regular time,0x45b4e82ba6135aef584b5ffa025d19966e53311f229713b050989d106c84d5f2,itf-sema-tsao-2026-06-25,16652742264785173239897902802830184376188308238952397257602516801443761822577,11319562481215656633149373999374838530730303336656415009637731769853064307325,Yes,No,KXITFWMATCH-26JUN24SEMTSA-TSA,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.34. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Erika Sema vs Chia Yi Tsao This market refers to the tennis match between Erika Sema and Chia Yi Tsao in the ITF Women Taipei, originally scheduled for June 24, 2026 at 9:45PM ET. This market will resolve to 'Erika Sema' if Erika Sema advances against Chia Yi Tsao. This market will resol Kalshi summary: Will Chia Yi Tsao win the Sema vs Tsao: W35 Taipei Round of 16 match? If Chia Yi Tsao wins the Sema vs Tsao professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Sema vs Tsao professional tennis ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
itf-le-sato-2026-06-25__kxitfwmatch-26jun24leesat-lee,approved,Gyeong Seo Lee vs Naho Sato,Gyeong Seo Lee to win in regular time,0xb2bbfd107815c62089d0526e08e4c7a49cd31215cb0651cb59849c85fb35eb65,itf-le-sato-2026-06-25,104127279123273161080979695355373748064169973573937002247842321263466011992962,68012793674185285493122654763029374333290225666412645813557896420799447232130,Yes,No,KXITFWMATCH-26JUN24LEESAT-LEE,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=94.14. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Gyeong Seo Lee vs Naho Sato This market refers to the tennis match between Gyeong Seo Lee and Naho Sato in the ITF Women Taipei, originally scheduled for June 24, 2026 at 10:00PM ET. This market will resolve to 'Gyeong Seo Lee' if Gyeong Seo Lee advances against Naho Sato. This market wi Kalshi summary: Will Gyeong Seo Lee win the Lee vs Sato: W35 Taipei Round of 16 match? If Gyeong Seo Lee wins the Lee vs Sato professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Lee vs Sato professional tennis",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
itf-le-sato-2026-06-25__kxitfwmatch-26jun24leesat-sat,approved,Gyeong Seo Lee vs Naho Sato,Naho Sato to win in regular time,0xb2bbfd107815c62089d0526e08e4c7a49cd31215cb0651cb59849c85fb35eb65,itf-le-sato-2026-06-25,68012793674185285493122654763029374333290225666412645813557896420799447232130,104127279123273161080979695355373748064169973573937002247842321263466011992962,Yes,No,KXITFWMATCH-26JUN24LEESAT-SAT,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=93.73. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Gyeong Seo Lee vs Naho Sato This market refers to the tennis match between Gyeong Seo Lee and Naho Sato in the ITF Women Taipei, originally scheduled for June 24, 2026 at 10:00PM ET. This market will resolve to 'Gyeong Seo Lee' if Gyeong Seo Lee advances against Naho Sato. This market wi Kalshi summary: Will Naho Sato win the Lee vs Sato: W35 Taipei Round of 16 match? If Naho Sato wins the Lee vs Sato professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Lee vs Sato professional tennis match in ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-tan-grant-2026-06-25__kxwtamatch-26jun25tangra-gra,approved,Harmony Tan vs Tyra Caterina Grant,Tyra Caterina Grant to win in regular time,0xa20782950ee32d55b17f9d2a7c2e5ecb3e3d1994f4a4d3f18d0fbe4e9c86289a,wta-tan-grant-2026-06-25,8392684640231768284091032912374519623847554034867222067337156172193574662967,10920976915359001514635039713000509043061338550125715685941290942966524490891,Yes,No,KXWTAMATCH-26JUN25TANGRA-GRA,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.54. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Harmony Tan vs Tyra Caterina Grant This market refers to the tennis match between Harmony Tan and Tyra Caterina Grant in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Harmony Tan' if Harmony Tan advan Kalshi summary: Will Tyra Caterina Grant win the Tan vs Grant: Qualification Final match? If Tyra Caterina Grant wins the Tan vs Grant professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the T",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-tan-grant-2026-06-25__kxwtamatch-26jun25tangra-tan,approved,Harmony Tan vs Tyra Caterina Grant,Harmony Tan to win in regular time,0xa20782950ee32d55b17f9d2a7c2e5ecb3e3d1994f4a4d3f18d0fbe4e9c86289a,wta-tan-grant-2026-06-25,10920976915359001514635039713000509043061338550125715685941290942966524490891,8392684640231768284091032912374519623847554034867222067337156172193574662967,Yes,No,KXWTAMATCH-26JUN25TANGRA-TAN,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.8. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Harmony Tan vs Tyra Caterina Grant This market refers to the tennis match between Harmony Tan and Tyra Caterina Grant in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Harmony Tan' if Harmony Tan advan Kalshi summary: Will Harmony Tan win the Tan vs Grant: Qualification Final match? If Harmony Tan wins the Tan vs Grant professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the Tan vs Grant prof",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-gaston-echargu-2026-06-25__kxatpmatch-26jun25gasech-ech,approved,Hugo Gaston vs Moez Echargui,Moez Echargui to win in regular time,0x95f2d439636a847ab2cd518fd63af7b890497bb0bde5b1bbad5192fb48309592,atp-gaston-echargu-2026-06-25,38004358593014670675251107019981247488263493858117614085404020290803081434106,68894735594963522066132955525095378737696328988053889999192970981908390890823,Yes,No,KXATPMATCH-26JUN25GASECH-ECH,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.68. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Hugo Gaston vs Moez Echargui This market refers to the tennis match between Hugo Gaston and Moez Echargui in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 7:30AM ET. This market will resolve to 'Hugo Gaston' if Hugo Gaston advances against  Kalshi summary: Will Moez Echargui win the Gaston vs Echargui: Qualification Final match? If Moez Echargui wins the Gaston vs Echargui professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the Gas",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-gaston-echargu-2026-06-25__kxatpmatch-26jun25gasech-gas,approved,Hugo Gaston vs Moez Echargui,Hugo Gaston to win in regular time,0x95f2d439636a847ab2cd518fd63af7b890497bb0bde5b1bbad5192fb48309592,atp-gaston-echargu-2026-06-25,68894735594963522066132955525095378737696328988053889999192970981908390890823,38004358593014670675251107019981247488263493858117614085404020290803081434106,Yes,No,KXATPMATCH-26JUN25GASECH-GAS,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.82. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Hugo Gaston vs Moez Echargui This market refers to the tennis match between Hugo Gaston and Moez Echargui in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 7:30AM ET. This market will resolve to 'Hugo Gaston' if Hugo Gaston advances against  Kalshi summary: Will Hugo Gaston win the Gaston vs Echargui: Qualification Final match? If Hugo Gaston wins the Gaston vs Echargui professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the Gaston ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-shymano-sebov-2026-06-25__kxwtamatch-26jun25shyseb-seb,approved,Iryna Shymanovich vs Katherine Sebov,Katherine Sebov to win in regular time,0xa4b9dc77c2d59bf4a3944b2e6db769f79adf2682c1c6bbe915bb96c5625d1b77,wta-shymano-sebov-2026-06-25,11087078405456491192149118598945689752539458629476514950204713969708528571939,101095456472056682476973641515845729939585727644483846701159419264410965529832,Yes,No,KXWTAMATCH-26JUN25SHYSEB-SEB,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=97.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Iryna Shymanovich vs Katherine Sebov This market refers to the tennis match between Iryna Shymanovich and Katherine Sebov in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Iryna Shymanovich' if Iryna S Kalshi summary: Will Katherine Sebov win the Shymanovich vs Sebov: Qualification Final match? If Katherine Sebov wins the Shymanovich vs Sebov professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-shymano-sebov-2026-06-25__kxwtamatch-26jun25shyseb-shy,approved,Iryna Shymanovich vs Katherine Sebov,Iryna Shymanovich to win in regular time,0xa4b9dc77c2d59bf4a3944b2e6db769f79adf2682c1c6bbe915bb96c5625d1b77,wta-shymano-sebov-2026-06-25,101095456472056682476973641515845729939585727644483846701159419264410965529832,11087078405456491192149118598945689752539458629476514950204713969708528571939,Yes,No,KXWTAMATCH-26JUN25SHYSEB-SHY,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.28. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Iryna Shymanovich vs Katherine Sebov This market refers to the tennis match between Iryna Shymanovich and Katherine Sebov in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Iryna Shymanovich' if Iryna S Kalshi summary: Will Iryna Shymanovich win the Shymanovich vs Sebov: Qualification Final match? If Iryna Shymanovich wins the Shymanovich vs Sebov professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market ref",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-draper-diallo-2026-06-25__kxatpmatch-26jun25dradia-dia,approved,Jack Draper vs Gabriel Diallo,Gabriel Diallo to win in regular time,0xb9cee2a269573216b17117bd86703d3eddb29d70779b30e1cea6a96eb23ceb1d,atp-draper-diallo-2026-06-25,59815259785760161020118083621649280521143032704763256582328715225956815556252,85047146800907132069927482269071084870504472161937075234627786691595171937277,Yes,No,KXATPMATCH-26JUN25DRADIA-DIA,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=94.49. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Lexus Eastbourne Open: Jack Draper vs Gabriel Diallo This market refers to the tennis match between Jack Draper and Gabriel Diallo in the Lexus Eastbourne Open, originally scheduled for June 25, 2026 at 9:30AM ET. This market will resolve to 'Jack Draper' if Jack Draper advances against Gabriel Dial Kalshi summary: Will Gabriel Diallo win the Draper vs Diallo: Quarterfinal match? If Gabriel Diallo wins the Draper vs Diallo professional tennis match in the 2026 ATP Eastbourne Quarterfinal after a ball has been played, then the market resolves to Yes. The following market refers to the Draper vs Diallo professio",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
